,Date,Close,RSI,BB_Lower,BB_SMA,BB_Upper,SMA50,SMA100,SMA200,Target
200,2011-10-18,122.580002,0.5903994516581773,0.8978155218530066,0.9518477553133016,1.0058799887735965,0.9582133968312385,1.0102577715735397,0.0,1.0
201,2011-10-19,121.129997,0.6109022074263133,0.906839316203856,0.9642367938802145,1.021634271556573,0.9713877900946367,1.0214909827827374,1.0542879791782707,1.0
202,2011-10-20,121.660004,0.6054899549784375,0.9026796117122486,0.96188555073531,1.0210914897583714,0.9677560094441555,1.0160233078736378,1.049454590885925,1.0
203,2011-10-21,123.970001,0.7041056348370118,0.8893752617218628,0.9475114878800397,1.0056477140382165,0.9512349688534731,0.9960232217792756,1.0296583747708448,1.0
204,2011-10-24,125.489998,0.8147201146379206,0.8804272142502912,0.9401904692037689,0.9999537241572465,0.9407713913582181,0.9833293635083172,1.0170503768754542,0.0
205,2011-10-25,123.050003,0.7196250169373506,0.8965463736640469,0.9625924194410626,1.0286384652180782,0.9606241124593876,1.002320982308306,1.0371507244497995,1.0
206,2011-10-26,124.300003,0.7089706853740881,0.887907017452407,0.9551286993935147,1.0223503813346224,0.9513547632014137,0.9916484067180593,1.026562724660594,1.0
207,2011-10-27,128.630005,0.7314821541908464,0.8602815080870139,0.9265373222989455,0.9927931365108772,0.9200621585920019,0.9578985869587736,0.9918844345065523,0.0
208,2011-10-28,128.600006,0.7531877920465,0.8591357704321279,0.9316445949465972,1.0041534194610666,0.9216702540433785,0.9580963783936373,0.9921177591935725,0.0
209,2011-10-31,125.5,0.6227618775393882,0.8847404567957781,0.9608127545816734,1.0368850523675686,0.9466820739442231,0.9817768931474106,1.016633464860558,0.0
210,2011-11-01,122.0,0.5457972861868106,0.9257562761817948,0.9947582024590166,1.0637601287362384,0.9759491827868851,1.0096229520491806,1.0456434411885247,1.0
211,2011-11-02,123.989998,0.5611888662961179,0.9235635868506284,0.9826881431194152,1.041812699388202,0.961780806222773,0.9929671921601291,1.0285579632399058,0.0
212,2011-11-03,126.25,0.5970230161795524,0.9171131544890956,0.9688871358415841,1.0206611171940727,0.9457600012673267,0.9748982192475248,1.009977028079208,0.0
213,2011-11-04,125.480003,0.5532863690194472,0.9295587246159525,0.9787216932087579,1.0278846618015633,0.9528657735209012,0.9806359353529821,1.0161017431996715,0.0
214,2011-11-07,126.260002,0.6114252749087756,0.9343028159100416,0.9765444261596004,1.0187860364091592,0.9484365460409228,0.9744558705931273,1.0097101045903674,0.0
215,2011-11-08,127.879997,0.5998967974863919,0.9261614025877005,0.966785299502314,1.0074091964169274,0.9377181970062135,0.9620300519713024,0.9968079668081319,0.0
216,2011-11-09,123.160004,0.5383618231370376,0.9650969243028849,1.0071573333173975,1.0492177423319105,0.97471416239967,0.9989663535574423,1.0349573372862184,0.0
217,2011-11-10,124.32,0.5485532456987345,0.9587001137908773,0.9987290974903473,1.0387580811898176,0.9658574663770915,0.9892800850225226,1.0250386086711714,0.0
218,2011-11-11,126.660004,0.5484401569473292,0.9447865757274926,0.9817819151497895,1.0187772545720866,0.9483451476916106,0.9705984234770748,1.0058775128808617,0.0
219,2011-11-14,125.459999,0.5051062344059192,0.955230996606553,0.992802506717699,1.0303740168288449,0.9583277634172467,0.9797218335702361,1.015456327398823,0.0
220,2011-11-15,126.080002,0.5572981545088754,0.9560053869588241,0.9899944425762304,1.0239834981936367,0.9548223219412703,0.9746787616643596,1.0103350874788215,0.0
221,2011-11-16,124.080002,0.5017732148528805,0.9735920652886804,1.007362179926464,1.0411322945642476,0.9716779367879119,0.9903304181120178,1.026432525645833,0.0
222,2011-11-17,122.110001,0.3884176277875963,0.9934744980802261,1.0248218862106144,1.0561692743410027,0.9879747716978563,1.005991313193094,1.0427294961696052,0.0
223,2011-11-18,121.980003,0.38725293352093815,0.9953539483344793,1.0260985269856078,1.0568431056367362,0.9895310492819057,1.006448575509545,1.0434853803864885,0.0
224,2011-11-21,119.660004,0.3958983624477149,1.01197791193088,1.045161267920399,1.078344623909918,1.0097292029172922,1.0252314572879337,1.0633335753105941,1.0
225,2011-11-22,119.190002,0.444863023448397,1.0081783755308558,1.0468369805044555,1.0854955854780552,1.0142125895760954,1.0282414485570692,1.0670102169307791,1.0
226,2011-11-23,116.559998,0.35054122596944226,1.0244527761831361,1.0688015089876717,1.1131502417922075,1.0373455965570626,1.0501784698898158,1.090511771156688,1.0
227,2011-11-25,116.339996,0.2831832790032023,1.0138384370671065,1.0674961816226982,1.12115392617829,1.03882417668297,1.050681661962581,1.0918987811809793,1.0
228,2011-11-28,119.709999,0.3926281096283625,0.9757457206784392,1.0323114366578519,1.0888771526372647,1.0087294418906476,1.019630785394961,1.060492864760612,1.0
229,2011-11-29,120.050003,0.3817360996609349,0.9710556762305755,1.0256851113947911,1.0803145465590067,1.0055709912810247,1.015439377206846,1.056931250305758,1.0
230,2011-11-30,124.989998,0.4580824527562598,0.9302016475560683,0.9829666598602554,1.0357316721644425,0.9657860832992412,0.9741579511826219,1.014622784616734,0.0
231,2011-12-01,124.970001,0.542967730583743,0.9311425590122707,0.9843202349818339,1.0374979109513969,0.96671200810825,0.9737552962010458,1.0144642619871629,0.0
232,2011-12-02,124.860001,0.5173632480669497,0.9320150877699417,0.9855798487459568,1.0391446097219719,0.9688995653620089,0.9740981854549241,1.015002393040186,0.0
233,2011-12-05,126.220001,0.49633962619068384,0.9222620614235922,0.9744097605418337,1.0265574596600753,0.9603612719033334,0.9630494335045995,1.0036939376588978,0.0
234,2011-12-06,126.260002,0.5246264709161238,0.9217593197079119,0.9743940986948504,1.0270288776817889,0.962065569268722,0.9623712863555948,1.0030468701006356,0.0
